Flag	Source	Filename	Type	TSC Event	TSC Command	Entity Index	Entity Type	Entity Name	Entity Bits	Entity Oversight Warning
0	Entity	Weed.pxe				91	35	Mannan (enemy)		
261	Entity	Weed.pxe	Read, Write			92	95	Jelly (enemy)	Shootable, AppearWhenFlagSet	
261	Entity	Weed.pxe	Read, Write			93	95	Jelly (enemy)	Shootable, AppearWhenFlagSet	
220	Entity	Weed.pxe	Read			94	70	Sparkling Item	HideWhenFlagSet	
261	Entity	Weed.pxe	Read, Write			96	95	Jelly (enemy)	Shootable, AppearWhenFlagSet	
261	Entity	Weed.pxe	Read, Write			97	95	Jelly (enemy)	Shootable, AppearWhenFlagSet	
261	Entity	Weed.pxe	Read, Write			98	95	Jelly (enemy)	Shootable, AppearWhenFlagSet	
261	Entity	Weed.pxe	Read, Write			99	95	Jelly (enemy)	Shootable, AppearWhenFlagSet	
261	Entity	Weed.pxe	Read, Write			100	95	Jelly (enemy)	Shootable, AppearWhenFlagSet	
261	Entity	Weed.pxe	Read, Write			101	95	Jelly (enemy)	Shootable, AppearWhenFlagSet	
261	Entity	Weed.pxe	Read			102	94	Kulala (enemy)	AppearWhenFlagSet	
261	Entity	Weed.pxe	Read, Write			103	95	Jelly (enemy)	Shootable, AppearWhenFlagSet	
261	Entity	Weed.pxe	Read, Write			104	95	Jelly (enemy)	Shootable, AppearWhenFlagSet	
261	Entity	Weed.pxe	Read, Write			105	95	Jelly (enemy)	Shootable, AppearWhenFlagSet	
213	Entity	Weed.pxe	Read			106	100	Grate	HideWhenFlagSet	
218	Entity	Weed.pxe	Read			107	15	Treasure Chest, closed	HideWhenFlagSet	
218	Entity	Weed.pxe	Read			108	21	Treasure Chest, open	AppearWhenFlagSet	
481	Entity	Weed.pxe	Read			114	98	Fan, right	HideWhenFlagSet	
481	Entity	Weed.pxe	Read			115	97	Fan, up	HideWhenFlagSet	
481	Entity	Weed.pxe	Read			116	97	Fan, up	AppearWhenFlagSet	
0	Entity	Weed.pxe				117	35	Mannan (enemy)		
0	Entity	Weed.pxe				118	35	Mannan (enemy)		
0	Entity	Weed.pxe				119	35	Mannan (enemy)		
0	Entity	Weed.pxe				120	35	Mannan (enemy)		
0	Entity	Weed.pxe				121	35	Mannan (enemy)		
0	Entity	Weed.pxe				128	35	Mannan (enemy)		
0	Entity	Weed.pxe	Write			130	31	Bat, Black Hanging (enemy)	Shootable	
0	Entity	Weed.pxe	Write			131	104	Frog (enemy)	Shootable	
0	Entity	Weed.pxe	Write			132	104	Frog (enemy)	Shootable	
0	Entity	Weed.pxe	Write			133	104	Frog (enemy)	Shootable	
0	Entity	Weed.pxe	Write			134	104	Frog (enemy)	Shootable	
0	Entity	Weed.pxe	Write			135	31	Bat, Black Hanging (enemy)	Shootable	
0	Entity	Weed.pxe	Write			136	31	Bat, Black Hanging (enemy)	Shootable	
0	Entity	Weed.pxe	Write			137	31	Bat, Black Hanging (enemy)	Shootable	
0	Entity	Weed.pxe	Write			138	31	Bat, Black Hanging (enemy)	Shootable	
0	Entity	Weed.pxe	Write			139	104	Frog (enemy)	Shootable	
0	Entity	Weed.pxe	Write			140	104	Frog (enemy)	Shootable	
0	Entity	Weed.pxe	Write			141	28	Critter, Flying Green (enemy)	Shootable	
0	Entity	Weed.pxe	Write			142	28	Critter, Flying Green (enemy)	Shootable	
0	Entity	Weed.pxe	Write			143	31	Bat, Black Hanging (enemy)	Shootable	
0	Entity	Weed.pxe	Write			144	26	Bat, Black Circling (enemy)	Shootable	
0	Entity	Weed.pxe	Write			145	26	Bat, Black Circling (enemy)	Shootable	
0	Entity	Weed.pxe	Write			146	26	Bat, Black Circling (enemy)	Shootable	
0	Entity	Weed.pxe	Write			147	26	Bat, Black Circling (enemy)	Shootable	
261	Entity	Weed.pxe	Read, Write			149	95	Jelly (enemy)	Shootable, AppearWhenFlagSet	
261	Entity	Weed.pxe	Read, Write			150	95	Jelly (enemy)	Shootable, AppearWhenFlagSet	
481	Entity	Weed.pxe	Read			151	97	Fan, up	AppearWhenFlagSet	
520	Entity	Weed.pxe	Read			152	0	Null	AppearWhenFlagSet	
0	Entity	Weed.pxe				155	35	Mannan (enemy)		
0	Entity	Weed.pxe				156	35	Mannan (enemy)		
0	Entity	Weed.pxe				157	35	Mannan (enemy)		
201	Entity	Weed.pxe	Read			158	86	Missile	AppearWhenFlagSet	
201	Entity	Weed.pxe	Read			159	86	Missile	AppearWhenFlagSet	
523	Entity	Weed.pxe	Read			164	55	Kazuma	AppearWhenFlagSet	
523	Entity	Weed.pxe	Read			165	113	Professor Booster	AppearWhenFlagSet	
227	Entity	Weed.pxe	Read			166	219	Generator - Smoke/Underwater Current	AppearWhenFlagSet	
1341	Entity	Weed.pxe	Read			167	302	Camera Focus Marker	AppearWhenFlagSet	
1341	Entity	Weed.pxe	Read			168	292	Quake	AppearWhenFlagSet	
223	Entity	Weed.pxe	Read			169	21	Treasure Chest, open	AppearWhenFlagSet	
223	Entity	Weed.pxe	Read			170	15	Treasure Chest, closed	HideWhenFlagSet	
274	Entity	Weed.pxe	Read			171	136	Puppy, carried	AppearWhenFlagSet	
2410	TSC	Weed.tsc	Read	#0090	<FLJ					
2410	TSC	Weed.tsc	Read	#0091	<FLJ					
2410	TSC	Weed.tsc	Read	#0092	<FLJ					
2410	TSC	Weed.tsc	Read	#0093	<FLJ					
2410	TSC	Weed.tsc	Read	#0094	<FLJ					
224	TSC	Weed.tsc	Write	#0098	<FL+					
0	Both	Weed.tsc	Write	#0098	<DNP	153	0	Null	IgnoreSolidity	
2410	TSC	Weed.tsc	Write	#0099	<FL+					
227	TSC	Weed.tsc	Write	#0100	<FL-					
227	TSC	Weed.tsc	Write	#0101	<FL-					
212	TSC	Weed.tsc	Read	#0101	<FLJ					
0	Both	Weed.tsc	Write	#0102	<DNP	5	18	Door	IgnoreSolidity, Interactable	
0	Both	Weed.tsc	Write	#0103	<DNP	8	18	Door	IgnoreSolidity, Interactable	
214	TSC	Weed.tsc	Read	#0104	<FLJ					
214	TSC	Weed.tsc	Write	#0105	<FL+					
0	Both	Weed.tsc	Write	#0106	<DNP	75	18	Door	IgnoreSolidity, Interactable	
0	Both	Weed.tsc	Write	#0107	<DNP	127	18	Door	IgnoreSolidity, Interactable	
0	Both	Weed.tsc	Write	#0108	<DNP	1	18	Door	IgnoreSolidity, Interactable	
222	TSC	Weed.tsc	Read	#0109	<FLJ					
222	TSC	Weed.tsc	Write	#0110	<FL+					
0	Both	Weed.tsc	Write	#0111	<DNP	111	18	Door	IgnoreSolidity, Interactable	
0	Both	Weed.tsc	Write	#0113	<DNP	63	18	Door	IgnoreSolidity, Interactable	
329	TSC	Weed.tsc	Write	#0130	<FL-					
219	TSC	Weed.tsc	Write	#0130	<FL-					
210	Both	Weed.tsc	Write	#0200	<DNP	7	70	Sparkling Item	Interactable, HideWhenFlagSet	
210	TSC	Weed.tsc	Write	#0200	<FL+					
2430	TSC	Weed.tsc	Read	#0202	<FLJ					
261	Both	Weed.tsc	Write	#0202	<DNP	102	94	Kulala (enemy)	Shootable, RunEventWhenKilled, AppearWhenFlagSet, ShowDamage	
2430	TSC	Weed.tsc	Write	#0202	<FL+					
221	TSC	Weed.tsc	Read	#0220	<FLJ					
484	TSC	Weed.tsc	Read	#0220	<FLJ					
215	TSC	Weed.tsc	Read	#0220	<FLJ					
216	TSC	Weed.tsc	Write	#0230	<FL+					
216	Both	Weed.tsc	Write	#0230	<DNP	58	0	Null	IgnoreSolidity, Interactable, HideWhenFlagSet	
215	TSC	Weed.tsc	Read	#0235	<FLJ					
223	TSC	Weed.tsc	Read	#0236	<FLJ					
223	TSC	Weed.tsc	Write	#0237	<FL+					
521	TSC	Weed.tsc	Write	#0250	<FL+					
522	TSC	Weed.tsc	Write	#0250	<FL+					
520	TSC	Weed.tsc	Write	#0250	<FL+					
522	TSC	Weed.tsc	Write	#0250	<FL-					
523	TSC	Weed.tsc	Write	#0250	<FL+					
525	TSC	Weed.tsc	Write	#0250	<FL+					
226	TSC	Weed.tsc	Write	#0250	<FL+					
227	TSC	Weed.tsc	Write	#0250	<FL+					
2460	TSC	Weed.tsc	Write	#0250	<FL+					
218	TSC	Weed.tsc	Read	#0302	<FLJ					
218	TSC	Weed.tsc	Write	#0302	<FL+					
220	Both	Weed.tsc	Write	#0305	<DNP	94	70	Sparkling Item	Interactable, HideWhenFlagSet	
211	TSC	Weed.tsc	Read	#0500	<FLJ					
211	TSC	Weed.tsc	Write	#0500	<FL+					
212	TSC	Weed.tsc	Write	#0503	<FL+					
212	Both	Weed.tsc	Write	#0503	<DNP	20	40	Santa	IgnoreSolidity, SpawnInOtherDirection, Interactable, HideWhenFlagSet	
212	Both	Weed.tsc	Write	#0503	<DNP	57	46	H/V Trigger	RunEventOnTouch, SpawnInOtherDirection, HideWhenFlagSet	
219	TSC	Weed.tsc	Write	#0600	<FL+					
523	Both	Weed.tsc	Write	#0600	<DNP	164	55	Kazuma	AppearWhenFlagSet	
523	Both	Weed.tsc	Write	#0600	<DNP	165	113	Professor Booster	AppearWhenFlagSet, SpawnInOtherDirection	
225	Both	Weed.tsc	Write	#0600	<DNP	6	192	Scooter	IgnoreSolidity, Interactable, HideWhenFlagSet	
523	TSC	Weed.tsc	Write	#0600	<FL-					
225	TSC	Weed.tsc	Write	#0600	<FL+					
274	Entity	Santa.pxe	Read			11	136	Puppy, carried	AppearWhenFlagSet	
0	Both	Santa.tsc	Write	#0100	<DNP	3	18	Door	IgnoreSolidity, Interactable	
242	TSC	Santa.tsc	Read	#0300	<FLJ					
0	Both	Santa.tsc	Write	#0301	<DNP	6	38	Fireplace	Interactable	
242	TSC	Santa.tsc	Read	#0301	<FLJ					
242	TSC	Santa.tsc	Write	#0301	<FL+					
240	TSC	Santa.tsc	Read	#0500	<FLJ					
241	TSC	Santa.tsc	Write	#0500	<FL+					
240	TSC	Santa.tsc	Write	#0500	<FL+					
274	Entity	Chako.pxe	Read			9	136	Puppy, carried	AppearWhenFlagSet	
263	TSC	Chako.tsc	Write	#0090	<FL-					
263	TSC	Chako.tsc	Write	#0091	<FL-					
263	TSC	Chako.tsc	Write	#0092	<FL-					
263	TSC	Chako.tsc	Write	#0093	<FL-					
263	TSC	Chako.tsc	Write	#0094	<FL-					
0	Both	Chako.tsc	Write	#0100	<DNP	3	18	Door	IgnoreSolidity, Interactable	
241	TSC	Chako.tsc	Read	#0200	<FLJ					
261	TSC	Chako.tsc	Write	#0201	<FL+					
263	TSC	Chako.tsc	Write	#0201	<FL+					
213	TSC	Chako.tsc	Write	#0202	<FL+					
2403	TSC	Chako.tsc	Read	#0210	<FLJ					
241	TSC	Chako.tsc	Read	#0210	<FLJ					
2403	TSC	Chako.tsc	Write	#0211	<FL+					
2430	TSC	Chako.tsc	Read	#0300	<FLJ					
241	TSC	Chako.tsc	Read	#0300	<FLJ					
261	TSC	Chako.tsc	Write	#0303	<FL+					
263	TSC	Chako.tsc	Write	#0303	<FL+					
641	Entity	MazeI.pxe	Read			5	138	Doorway, closed doors	HideWhenFlagSet	
641	Entity	MazeI.pxe	Read			6	138	Doorway, closed doors	HideWhenFlagSet	
642	Entity	MazeI.pxe	Read			11	70	Sparkling Item	HideWhenFlagSet	
0	Entity	MazeI.pxe	Write			18	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeI.pxe	Write			19	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeI.pxe	Write			20	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeI.pxe	Write			21	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeI.pxe	Write			22	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeI.pxe	Write			23	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeI.pxe	Write			24	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeI.pxe	Write			25	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeI.pxe	Write			26	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeI.pxe	Write			27	147	Critter, Hovering Purple (enemy)	Shootable	
640	Entity	MazeI.pxe	Read			35	150	Quote	AppearWhenFlagSet	
274	Entity	MazeI.pxe	Read			42	136	Puppy, carried	AppearWhenFlagSet	
641	TSC	MazeI.tsc	Read	#0202	<FLJ					
642	Both	MazeI.tsc	Write	#0300	<DNP	11	70	Sparkling Item	Interactable, HideWhenFlagSet	
640	Both	MazeI.tsc	Write	#0400	<DNP	35	150	Quote	AppearWhenFlagSet	
640	TSC	MazeI.tsc	Write	#0400	<FL-					
2413	TSC	MazeI.tsc	Write	#0400	<FL+					
641	TSC	MazeI.tsc	Read	#0402	<FLJ					
641	TSC	MazeI.tsc	Write	#0402	<FL+					
641	Both	MazeI.tsc	Write	#0402	<DNP	5	138	Doorway, closed doors	HideWhenFlagSet	
641	Both	MazeI.tsc	Write	#0402	<DNP	6	138	Doorway, closed doors	SpawnInOtherDirection, HideWhenFlagSet	
0	Both	MazeI.tsc	Write	#0601	<DNP	40	0	Null	IgnoreSolidity	
243	TSC	MazeI.tsc	Write	#0610	<FL+					
273	Entity	Sand.pxe	Read			7	124	Sunstone	HideWhenFlagSet	
273	Entity	Sand.pxe	Read			8	124	Sunstone	HideWhenFlagSet	
272	Entity	Sand.pxe	Read			10	46	H/V Trigger	HideWhenFlagSet	
0	Entity	Sand.pxe	Write			14	47	Sandcroc, Green (enemy)	Shootable	
278	Entity	Sand.pxe	Read			20	138	Doorway, closed doors	HideWhenFlagSet	
278	Entity	Sand.pxe	Read			21	138	Doorway, closed doors	HideWhenFlagSet	
0	Entity	Sand.pxe	Write			23	47	Sandcroc, Green (enemy)	Shootable	
0	Entity	Sand.pxe	Write			24	47	Sandcroc, Green (enemy)	Shootable	
0	Entity	Sand.pxe	Write			25	47	Sandcroc, Green (enemy)	Shootable	
0	Entity	Sand.pxe	Write			26	47	Sandcroc, Green (enemy)	Shootable	
0	Entity	Sand.pxe	Write			27	47	Sandcroc, Green (enemy)	Shootable	
0	Entity	Sand.pxe	Write			28	47	Sandcroc, Green (enemy)	Shootable	
0	Entity	Sand.pxe	Write			29	47	Sandcroc, Green (enemy)	Shootable	
0	Entity	Sand.pxe	Write			30	47	Sandcroc, Green (enemy)	Shootable	
0	Entity	Sand.pxe	Write			31	47	Sandcroc, Green (enemy)	Shootable	
0	Entity	Sand.pxe	Write			36	56	Beetle, Horizontal Brown (enemy)	Shootable	
0	Entity	Sand.pxe	Write			37	56	Beetle, Horizontal Brown (enemy)	Shootable	
0	Entity	Sand.pxe	Write			38	56	Beetle, Horizontal Brown (enemy)	Shootable	
0	Entity	Sand.pxe	Write			39	56	Beetle, Horizontal Brown (enemy)	Shootable	
0	Entity	Sand.pxe	Write			40	56	Beetle, Horizontal Brown (enemy)	Shootable	
0	Entity	Sand.pxe	Write			41	56	Beetle, Horizontal Brown (enemy)	Shootable	
0	Entity	Sand.pxe	Write			42	56	Beetle, Horizontal Brown (enemy)	Shootable	
0	Entity	Sand.pxe	Write			43	56	Beetle, Horizontal Brown (enemy)	Shootable	
0	Entity	Sand.pxe	Write			44	56	Beetle, Horizontal Brown (enemy)	Shootable	
0	Entity	Sand.pxe	Write			45	56	Beetle, Horizontal Brown (enemy)	Shootable	
0	Entity	Sand.pxe	Write			46	56	Beetle, Horizontal Brown (enemy)	Shootable	
0	Entity	Sand.pxe	Write			47	56	Beetle, Horizontal Brown (enemy)	Shootable	
0	Entity	Sand.pxe	Write			48	56	Beetle, Horizontal Brown (enemy)	Shootable	
0	Entity	Sand.pxe	Write			49	56	Beetle, Horizontal Brown (enemy)	Shootable	
0	Entity	Sand.pxe	Write			50	56	Beetle, Horizontal Brown (enemy)	Shootable	
270	Entity	Sand.pxe	Read			51	70	Sparkling Item	HideWhenFlagSet	
271	Entity	Sand.pxe	Read			52	70	Sparkling Item	HideWhenFlagSet	
0	Entity	Sand.pxe	Write			54	49	Skullhead (enemy)	Shootable	
0	Entity	Sand.pxe	Write			55	49	Skullhead (enemy)	Shootable	
0	Entity	Sand.pxe	Write			56	49	Skullhead (enemy)	Shootable	
0	Entity	Sand.pxe	Write			57	49	Skullhead (enemy)	Shootable	
0	Entity	Sand.pxe	Write			59	54	Skullstep (enemy)	Shootable	
0	Entity	Sand.pxe	Write			60	54	Skullstep (enemy)	Shootable	
0	Entity	Sand.pxe	Write			61	54	Skullstep (enemy)	Shootable	
0	Entity	Sand.pxe	Write			62	54	Skullstep (enemy)	Shootable	
0	Entity	Sand.pxe	Write			63	54	Skullstep (enemy)	Shootable	
0	Entity	Sand.pxe	Write			64	54	Skullstep (enemy)	Shootable	
0	Entity	Sand.pxe	Write			65	51	Crow & Skullhead (enemy)	Shootable	
0	Entity	Sand.pxe	Write			66	51	Crow & Skullhead (enemy)	Shootable	
0	Entity	Sand.pxe	Write			67	51	Crow & Skullhead (enemy)	Shootable	
0	Entity	Sand.pxe	Write			68	51	Crow & Skullhead (enemy)	Shootable	
0	Entity	Sand.pxe	Write			69	51	Crow & Skullhead (enemy)	Shootable	
0	Entity	Sand.pxe	Write			70	51	Crow & Skullhead (enemy)	Shootable	
0	Entity	Sand.pxe				71	44	Polish (enemy)		
0	Entity	Sand.pxe				72	44	Polish (enemy)		
0	Entity	Sand.pxe				73	44	Polish (enemy)		
0	Entity	Sand.pxe				74	44	Polish (enemy)		
0	Entity	Sand.pxe				75	44	Polish (enemy)		
0	Entity	Sand.pxe				76	44	Polish (enemy)		
0	Entity	Sand.pxe				77	44	Polish (enemy)		
0	Entity	Sand.pxe				78	44	Polish (enemy)		
0	Entity	Sand.pxe				79	44	Polish (enemy)		
0	Entity	Sand.pxe				80	44	Polish (enemy)		
0	Entity	Sand.pxe				81	44	Polish (enemy)		
0	Entity	Sand.pxe	Write			82	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			83	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			84	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			85	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			86	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			87	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			88	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			89	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			90	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			91	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			92	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			93	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			94	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			95	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			96	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			97	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			98	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			99	57	Crow (enemy)	Shootable	
0	Entity	Sand.pxe	Write			100	57	Crow (enemy)	Shootable	
273	Entity	Sand.pxe	Read			103	46	H/V Trigger	HideWhenFlagSet	
0	Entity	Sand.pxe				104	125	Hidden Heart/Missile		
0	Entity	Sand.pxe				105	125	Hidden Heart/Missile		
0	Entity	Sand.pxe				107	125	Hidden Heart/Missile		
0	Entity	Sand.pxe	Write			111	114	Press (enemy)	Shootable	
0	Entity	Sand.pxe	Write			112	114	Press (enemy)	Shootable	
201	Entity	Sand.pxe	Read			121	86	Missile	AppearWhenFlagSet	
201	Entity	Sand.pxe	Read			122	86	Missile	AppearWhenFlagSet	
201	Entity	Sand.pxe	Read			123	86	Missile	AppearWhenFlagSet	
276	Entity	Sand.pxe	Read			124	126	Puppy, running	HideWhenFlagSet	
275	Entity	Sand.pxe	Read			125	70	Sparkling Item	HideWhenFlagSet	
0	Entity	Sand.pxe	Write			127	134	Armadillo (enemy)	Shootable	
0	Entity	Sand.pxe	Write			128	134	Armadillo (enemy)	Shootable	
0	Entity	Sand.pxe	Write			129	134	Armadillo (enemy)	Shootable	
0	Entity	Sand.pxe	Write			130	134	Armadillo (enemy)	Shootable	
0	Entity	Sand.pxe	Write			131	135	Skeleton (enemy)	Shootable	
274	Entity	Sand.pxe	Read			132	136	Puppy, carried	AppearWhenFlagSet	
277	Entity	Sand.pxe	Read			134	132	Puppy, barking	HideWhenFlagSet	
277	Entity	Sand.pxe	Read			135	46	H/V Trigger	HideWhenFlagSet	
279	Entity	Sand.pxe	Read			136	15	Treasure Chest, closed	HideWhenFlagSet	
0	Entity	Sand.pxe	Write			137	135	Skeleton (enemy)	Shootable	
201	Entity	Sand.pxe	Read			142	86	Missile	AppearWhenFlagSet	
201	Entity	Sand.pxe	Read			143	86	Missile	AppearWhenFlagSet	
0	Entity	Sand.pxe				153	125	Hidden Heart/Missile		
0	Entity	Sand.pxe				154	125	Hidden Heart/Missile		
0	Entity	Sand.pxe				155	125	Hidden Heart/Missile		
1341	Entity	Sand.pxe	Read			156	292	Quake	AppearWhenFlagSet	
1341	Entity	Sand.pxe	Read			157	302	Camera Focus Marker	AppearWhenFlagSet	
281	Entity	Sand.pxe	Read			158	46	H/V Trigger	HideWhenFlagSet	
281	Entity	Sand.pxe	Read			159	117	Curly, standing	HideWhenFlagSet	
243	Entity	Sand.pxe	Read			161	23	Teleporter lights	AppearWhenFlagSet	
279	Entity	Sand.pxe	Read			164	21	Treasure Chest, open	AppearWhenFlagSet	
0	Both	Sand.tsc	Write	#0099	<DNP	101	0	Null	IgnoreSolidity	
0	Both	Sand.tsc	Write	#0101	<DNP	5	18	Door	IgnoreSolidity, Interactable	
0	Both	Sand.tsc	Write	#0102	<DNP	5	18	Door	IgnoreSolidity, Interactable	
0	Both	Sand.tsc	Write	#0103	<DNP	16	18	Door	IgnoreSolidity, Interactable	
593	TSC	Sand.tsc	Read	#0103	<FLJ					
272	Both	Sand.tsc	Write	#0202	<DNP	10	46	H/V Trigger	RunEventOnTouch, SpawnInOtherDirection, HideWhenFlagSet	
6104	TSC	Sand.tsc	Write	#0210	<FL+					
272	TSC	Sand.tsc	Read	#0220	<FLJ					
273	Both	Sand.tsc	Write	#0221	<DNP	103	46	H/V Trigger	RunEventOnTouch, SpawnInOtherDirection, HideWhenFlagSet	
273	Both	Sand.tsc	Write	#0221	<DNP	7	124	Sunstone	Invulnerable, HardSolid, HideWhenFlagSet	
273	Both	Sand.tsc	Write	#0221	<DNP	8	124	Sunstone	Invulnerable, HardSolid, HideWhenFlagSet	
273	TSC	Sand.tsc	Write	#0221	<FL+					
620	TSC	Sand.tsc	Read	#0230	<FLJ					
278	TSC	Sand.tsc	Read	#0230	<FLJ					
278	Both	Sand.tsc	Write	#0231	<DNP	21	138	Doorway, closed doors	HideWhenFlagSet	
278	Both	Sand.tsc	Write	#0231	<DNP	20	138	Doorway, closed doors	SpawnInOtherDirection, HideWhenFlagSet	
281	Both	Sand.tsc	Write	#0320	<DNP	158	46	H/V Trigger	RunEventOnTouch, SpawnInOtherDirection, HideWhenFlagSet	
281	Both	Sand.tsc	Write	#0320	<DNP	159	117	Curly, standing	HideWhenFlagSet	
593	TSC	Sand.tsc	Read	#0340	<FLJ					
274	TSC	Sand.tsc	Read	#0341	<FLJ					
280	TSC	Sand.tsc	Write	#0342	<FL+					
275	Both	Sand.tsc	Write	#0401	<DNP	125	70	Sparkling Item	SpawnInOtherDirection, Interactable, HideWhenFlagSet	
275	TSC	Sand.tsc	Write	#0401	<FL+					
276	Both	Sand.tsc	Write	#0402	<DNP	124	126	Puppy, running	HideWhenFlagSet	
276	TSC	Sand.tsc	Write	#0402	<FL+					
277	Both	Sand.tsc	Write	#0411	<DNP	134	132	Puppy, barking	SpawnInOtherDirection, HideWhenFlagSet	
277	Both	Sand.tsc	Write	#0411	<DNP	135	46	H/V Trigger	RunEventOnTouch, SpawnInOtherDirection, HideWhenFlagSet	
279	TSC	Sand.tsc	Read	#0412	<FLJ					
279	TSC	Sand.tsc	Write	#0412	<FL+					
270	Both	Sand.tsc	Write	#0500	<DNP	51	70	Sparkling Item	Interactable, HideWhenFlagSet	
271	Both	Sand.tsc	Write	#0501	<DNP	52	70	Sparkling Item	Interactable, HideWhenFlagSet	
0	Both	Sand.tsc	Write	#0601	<DNP	163	0	Null	IgnoreSolidity	
243	TSC	Sand.tsc	Read	#0610	<FLJ					
360	Entity	Mimi.pxe	Read			2	41	Busted doorway	AppearWhenFlagSet	
360	Entity	Mimi.pxe	Read			8	18	Door	HideWhenFlagSet	
322	Entity	Mimi.pxe	Read			16	15	Treasure Chest, closed	HideWhenFlagSet	
322	Entity	Mimi.pxe	Read			17	21	Treasure Chest, open	AppearWhenFlagSet	
327	Entity	Mimi.pxe	Read			22	74	Jack	HideWhenFlagSet	
320	Entity	Mimi.pxe	Read			24	60	Toroko	HideWhenFlagSet	
320	Entity	Mimi.pxe	Read			25	61	King	HideWhenFlagSet	
321	Entity	Mimi.pxe	Read			26	61	King	AppearWhenFlagSet	
340	Entity	Mimi.pxe	Read			29	79	Mahin	HideWhenFlagSet	
274	Entity	Mimi.pxe	Read			35	136	Puppy, carried	AppearWhenFlagSet	
341	TSC	Mimi.tsc	Read	#0090	<FLJ					
341	TSC	Mimi.tsc	Read	#0091	<FLJ					
341	TSC	Mimi.tsc	Read	#0092	<FLJ					
341	TSC	Mimi.tsc	Read	#0093	<FLJ					
341	TSC	Mimi.tsc	Read	#0094	<FLJ					
324	TSC	Mimi.tsc	Read	#0100	<FLJ					
324	TSC	Mimi.tsc	Write	#0101	<FL+					
441	TSC	Mimi.tsc	Write	#0101	<FL+					
327	TSC	Mimi.tsc	Read	#0104	<FLJ					
360	TSC	Mimi.tsc	Read	#0104	<FLJ					
360	TSC	Mimi.tsc	Read	#0105	<FLJ					
327	TSC	Mimi.tsc	Write	#0111	<FL+					
443	TSC	Mimi.tsc	Write	#0111	<FL+					
327	Both	Mimi.tsc	Write	#0111	<DNP	22	74	Jack	HideWhenFlagSet	
322	TSC	Mimi.tsc	Read	#0200	<FLJ					
322	TSC	Mimi.tsc	Write	#0200	<FL+					
323	TSC	Mimi.tsc	Read	#0301	<FLJ					
320	TSC	Mimi.tsc	Write	#0301	<FL+					
323	TSC	Mimi.tsc	Write	#0301	<FL+					
320	TSC	Mimi.tsc	Write	#0302	<FL+					
321	TSC	Mimi.tsc	Write	#0302	<FL+					
320	Both	Mimi.tsc	Write	#0302	<DNP	24	60	Toroko	HideWhenFlagSet	
0	Both	Mimi.tsc	Write	#0302	<DNP	32	0	Null	IgnoreSolidity	
371	TSC	Mimi.tsc	Write	#0308	<FL-					
156	TSC	Mimi.tsc	Read	#0311	<FLJ					
120	TSC	Mimi.tsc	Read	#0311	<FLJ					
360	TSC	Mimi.tsc	Read	#0311	<FLJ					
155	TSC	Mimi.tsc	Write	#0400	<FL-					
154	TSC	Mimi.tsc	Write	#0420	<FL-					
157	TSC	Mimi.tsc	Write	#0420	<FL+					
224	TSC	Mimi.tsc	Read	#0600	<FLJ					
325	TSC	Mimi.tsc	Read	#0600	<FLJ					
325	TSC	Mimi.tsc	Write	#0600	<FL+					
224	TSC	Mimi.tsc	Read	#0610	<FLJ					
301	Entity	Cave.pxe	Read, Write			5	59	Evil Door (enemy)	Shootable, HideWhenFlagSet	
0	Entity	Cave.pxe	Write			9	64	Critter, Hopping Blue (enemy)	Shootable	
0	Entity	Cave.pxe	Write			10	64	Critter, Hopping Blue (enemy)	Shootable	
0	Entity	Cave.pxe	Write			11	64	Critter, Hopping Blue (enemy)	Shootable	
0	Entity	Cave.pxe	Write			12	65	Bat, Blue Vertical (enemy)	Shootable	
